Country	Bank	Item	Year	Value  Flags
"Finland"	"Savings banks"	"11. Net income after tax "	"2009"	47.21  
"France"	"Savings banks"	"11. Net income after tax "	"1999"	391.79  
"Germany"	"Savings banks"	"11. Net income after tax "	"1999"	2178  
"Germany"	"Savings banks"	"11. Net income after tax "	"2000"	2262  
"Germany"	"Savings banks"	"11. Net income after tax "	"2001"	2016  
"Germany"	"Savings banks"	"11. Net income after tax "	"2002"	1956  
"Germany"	"Savings banks"	"11. Net income after tax "	"2003"	1745  
"Germany"	"Savings banks"	"11. Net income after tax "	"2004"	2278  
"Germany"	"Savings banks"	"11. Net income after tax "	"2005"	2642  
"Germany"	"Savings banks"	"11. Net income after tax "	"2006"	2448  
"Germany"	"Savings banks"	"11. Net income after tax "	"2007"	2185  
"Germany"	"Savings banks"	"11. Net income after tax "	"2008"	1145  
"Germany"	"Savings banks"	"11. Net income after tax "	"2009"	2463  
"Korea"	"Savings banks"	"11. Net income after tax "	"2004"	-196768  
"Korea"	"Savings banks"	"11. Net income after tax "	"2005"	75367  
"Korea"	"Savings banks"	"11. Net income after tax "	"2006"	414591  
"Korea"	"Savings banks"	"11. Net income after tax "	"2007"	703668  
"Korea"	"Savings banks"	"11. Net income after tax "	"2008"	134412  
"Korea"	"Savings banks"	"11. Net income after tax "	"2009"	-20176  
"Mexico"	"Savings banks"	"11. Net income after tax "	"2009"	-368.508  
"Norway"	"Savings banks"	"11. Net income after tax "	"1999"	5593  
"Norway"	"Savings banks"	"11. Net income after tax "	"2000"	6993  
"Norway"	"Savings banks"	"11. Net income after tax "	"2001"	5179  
"Norway"	"Savings banks"	"11. Net income after tax "	"2002"	3513  
"Norway"	"Savings banks"	"11. Net income after tax "	"2003"	5818  
"Slovak Republic"	"Savings banks"	"11. Net income after tax "	"1999"	32.245  
"Slovak Republic"	"Savings banks"	"11. Net income after tax "	"2000"	32.69  
"Slovak Republic"	"Savings banks"	"11. Net income after tax "	"2001"	35.523  
"Slovak Republic"	"Savings banks"	"11. Net income after tax "	"2002"	66.07  
"Slovak Republic"	"Savings banks"	"11. Net income after tax "	"2003"	30.015  
"Slovak Republic"	"Savings banks"	"11. Net income after tax "	"2004"	23.239  
"Slovak Republic"	"Savings banks"	"11. Net income after tax "	"2005"	23.99  
"Slovak Republic"	"Savings banks"	"11. Net income after tax "	"2006"	60.825  
"Slovak Republic"	"Savings banks"	"11. Net income after tax "	"2007"	55.481  
"Slovak Republic"	"Savings banks"	"11. Net income after tax "	"2008"	25.854  
"Slovak Republic"	"Savings banks"	"11. Net income after tax "	"2009"	37.65  
"Spain"	"Savings banks"	"11. Net income after tax "	"1999"	3006  
"Spain"	"Savings banks"	"11. Net income after tax "	"2000"	3304  
"Spain"	"Savings banks"	"11. Net income after tax "	"2001"	3502  
"Spain"	"Savings banks"	"11. Net income after tax "	"2002"	3674  
"Spain"	"Savings banks"	"11. Net income after tax "	"2003"	3775  
"Spain"	"Savings banks"	"11. Net income after tax "	"2004"	4133  
"Spain"	"Savings banks"	"11. Net income after tax "	"2005"	5072  
"Spain"	"Savings banks"	"11. Net income after tax "	"2006"	7121  
"Spain"	"Savings banks"	"11. Net income after tax "	"2007"	10993  
"Spain"	"Savings banks"	"11. Net income after tax "	"2008"	6437  
"Spain"	"Savings banks"	"11. Net income after tax "	"2009"	3075  
"Sweden"	"Savings banks"	"11. Net income after tax "	"1999"	810  
"Sweden"	"Savings banks"	"11. Net income after tax "	"2000"	1134  
"Sweden"	"Savings banks"	"11. Net income after tax "	"2001"	1108  
"Sweden"	"Savings banks"	"11. Net income after tax "	"2002"	799  
"Sweden"	"Savings banks"	"11. Net income after tax "	"2003"	1022  
"Sweden"	"Savings banks"	"11. Net income after tax "	"2004"	1110  
"Sweden"	"Savings banks"	"11. Net income after tax "	"2005"	2452  
"Sweden"	"Savings banks"	"11. Net income after tax "	"2006"	1700  
"Sweden"	"Savings banks"	"11. Net income after tax "	"2007"	1719  
"Sweden"	"Savings banks"	"11. Net income after tax "	"2008"	-763  
"Sweden"	"Savings banks"	"11. Net income after tax "	"2009"	1515  
"Switzerland"	"Savings banks"	"11. Net income after tax "	"1999"	314  
"Switzerland"	"Savings banks"	"11. Net income after tax "	"2000"	369  
"Switzerland"	"Savings banks"	"11. Net income after tax "	"2001"	348  
"Switzerland"	"Savings banks"	"11. Net income after tax "	"2002"	290  
"Switzerland"	"Savings banks"	"11. Net income after tax "	"2003"	363  
"Switzerland"	"Savings banks"	"11. Net income after tax "	"2004"	386  
"Switzerland"	"Savings banks"	"11. Net income after tax "	"2005"	436  
"Switzerland"	"Savings banks"	"11. Net income after tax "	"2006"	505  
"Switzerland"	"Savings banks"	"11. Net income after tax "	"2007"	506  
"Switzerland"	"Savings banks"	"11. Net income after tax "	"2008"	457  
"Switzerland"	"Savings banks"	"11. Net income after tax "	"2009"	402  
"United States"	"Savings banks"	"11. Net income after tax "	"1999"	9529.919  
"United States"	"Savings banks"	"11. Net income after tax "	"2000"	9411.999  
"United States"	"Savings banks"	"11. Net income after tax "	"2001"	12302.981  
"United States"	"Savings banks"	"11. Net income after tax "	"2002"	13654.508  
"United States"	"Savings banks"	"11. Net income after tax "	"2003"	16399.422  
"United States"	"Savings banks"	"11. Net income after tax "	"2004"	15479.327  
"United States"	"Savings banks"	"11. Net income after tax "	"2005"	16960.241  
"United States"	"Savings banks"	"11. Net income after tax "	"2006"	14578.194  
"United States"	"Savings banks"	"11. Net income after tax "	"2007"	366.897  
"United States"	"Savings banks"	"11. Net income after tax "	"2008"	-11325.733  
"United States"	"Savings banks"	"11. Net income after tax "	"2009"	996.984  
"Slovenia"	"Savings banks"	"11. Net income after tax "	"2002"	0.463  
"Slovenia"	"Savings banks"	"11. Net income after tax "	"2003"	0.577  
"Slovenia"	"Savings banks"	"11. Net income after tax "	"2004"	0.746  
"Slovenia"	"Savings banks"	"11. Net income after tax "	"2005"	1.311  
"Slovenia"	"Savings banks"	"11. Net income after tax "	"2006"	0.924  
"Slovenia"	"Savings banks"	"11. Net income after tax "	"2007"	1.756  
"Slovenia"	"Savings banks"	"11. Net income after tax "	"2008"	1.536  
"Slovenia"	"Savings banks"	"11. Net income after tax "	"2009"	1.267  
"Canada"	"Co-operative banks"	"11. Net income after tax "	"1999"	1233  
"Canada"	"Co-operative banks"	"11. Net income after tax "	"2000"	1484  
"Canada"	"Co-operative banks"	"11. Net income after tax "	"2001"	1483  
"Canada"	"Co-operative banks"	"11. Net income after tax "	"2002"	1524  
"Canada"	"Co-operative banks"	"11. Net income after tax "	"2003"	1393  
"Canada"	"Co-operative banks"	"11. Net income after tax "	"2004"	1641  
"Canada"	"Co-operative banks"	"11. Net income after tax "	"2005"	1592  
"Canada"	"Co-operative banks"	"11. Net income after tax "	"2006"	1777  
"Canada"	"Co-operative banks"	"11. Net income after tax "	"2007"	2310  
"Canada"	"Co-operative banks"	"11. Net income after tax "	"2008"	2627  
"Canada"	"Co-operative banks"	"11. Net income after tax "	"2009"	1607  
"Denmark"	"Co-operative banks"	"11. Net income after tax "	"2004"	134.845  
"Denmark"	"Co-operative banks"	"11. Net income after tax "	"2005"	266.081  
"Denmark"	"Co-operative banks"	"11. Net income after tax "	"2006"	419.971  
"Denmark"	"Co-operative banks"	"11. Net income after tax "	"2007"	219.653  
"Denmark"	"Co-operative banks"	"11. Net income after tax "	"2008"	-284.019  
"Denmark"	"Co-operative banks"	"11. Net income after tax "	"2009"	-177.964  
"Finland"	"Co-operative banks"	"11. Net income after tax "	"1999"	327.272  
"Finland"	"Co-operative banks"	"11. Net income after tax "	"2000"	323.931  
"Finland"	"Co-operative banks"	"11. Net income after tax "	"2001"	305.185  
"Finland"	"Co-operative banks"	"11. Net income after tax "	"2002"	232.999  
"Finland"	"Co-operative banks"	"11. Net income after tax "	"2003"	168.2  
"Finland"	"Co-operative banks"	"11. Net income after tax "	"2004"	186.178  
"Finland"	"Co-operative banks"	"11. Net income after tax "	"2005"	236.293  
"Finland"	"Co-operative banks"	"11. Net income after tax "	"2006"	271.329  
"Finland"	"Co-operative banks"	"11. Net income after tax "	"2007"	361.175  
"Finland"	"Co-operative banks"	"11. Net income after tax "	"2008"	306.059  
"Finland"	"Co-operative banks"	"11. Net income after tax "	"2009"	210.581  
"France"	"Co-operative banks"	"11. Net income after tax "	"1999"	2556.87  
"France"	"Co-operative banks"	"11. Net income after tax "	"2000"	3503.13  
"France"	"Co-operative banks"	"11. Net income after tax "	"2001"	4784  
"France"	"Co-operative banks"	"11. Net income after tax "	"2002"	5169  
"France"	"Co-operative banks"	"11. Net income after tax "	"2003"	5352  
"France"	"Co-operative banks"	"11. Net income after tax "	"2004"	7390.559  
"France"	"Co-operative banks"	"11. Net income after tax "	"2005"	9178.796  
"France"	"Co-operative banks"	"11. Net income after tax "	"2006"	14054.232  
"France"	"Co-operative banks"	"11. Net income after tax "	"2007"	13351.95  
"France"	"Co-operative banks"	"11. Net income after tax "	"2008"	3877.464  
"France"	"Co-operative banks"	"11. Net income after tax "	"2009"	6918.979  
"Germany"	"Co-operative banks"	"11. Net income after tax "	"1999"	1112  
"Germany"	"Co-operative banks"	"11. Net income after tax "	"2000"	998  
"Germany"	"Co-operative banks"	"11. Net income after tax "	"2001"	1116  
"Germany"	"Co-operative banks"	"11. Net income after tax "	"2002"	1716  
"Germany"	"Co-operative banks"	"11. Net income after tax "	"2003"	1439  
"Germany"	"Co-operative banks"	"11. Net income after tax "	"2004"	1519  
"Germany"	"Co-operative banks"	"11. Net income after tax "	"2005"	2712  
"Germany"	"Co-operative banks"	"11. Net income after tax "	"2006"	2785  
"Germany"	"Co-operative banks"	"11. Net income after tax "	"2007"	1826  
"Germany"	"Co-operative banks"	"11. Net income after tax "	"2008"	1468  
"Germany"	"Co-operative banks"	"11. Net income after tax "	"2009"	1917  
"Greece"	"Co-operative banks"	"11. Net income after tax "	"2004"	18.7  
"Greece"	"Co-operative banks"	"11. Net income after tax "	"2005"	24.2  
"Greece"	"Co-operative banks"	"11. Net income after tax "	"2006"	31.2  
"Greece"	"Co-operative banks"	"11. Net income after tax "	"2007"	41.2  
"Greece"	"Co-operative banks"	"11. Net income after tax "	"2008"	37.4  
"Mexico"	"Co-operative banks"	"11. Net income after tax "	"2001"	140.751  
"Mexico"	"Co-operative banks"	"11. Net income after tax "	"2002"	142.918  
"Mexico"	"Co-operative banks"	"11. Net income after tax "	"2003"	143.356  
"Mexico"	"Co-operative banks"	"11. Net income after tax "	"2004"	-109.48  
"Mexico"	"Co-operative banks"	"11. Net income after tax "	"2005"	155.155  
"Mexico"	"Co-operative banks"	"11. Net income after tax "	"2006"	88.938  
"Mexico"	"Co-operative banks"	"11. Net income after tax "	"2007"	58.983  
"Mexico"	"Co-operative banks"	"11. Net income after tax "	"2008"	342.318  
"Mexico"	"Co-operative banks"	"11. Net income after tax "	"2009"	319.391  
"Poland"	"Co-operative banks"	"11. Net income after tax "	"1999"	209  
"Poland"	"Co-operative banks"	"11. Net income after tax "	"2000"	303  
"Poland"	"Co-operative banks"	"11. Net income after tax "	"2001"	315  
"Poland"	"Co-operative banks"	"11. Net income after tax "	"2002"	356  
"Poland"	"Co-operative banks"	"11. Net income after tax "	"2003"	282  
"Poland"	"Co-operative banks"	"11. Net income after tax "	"2004"	477.505  
"Poland"	"Co-operative banks"	"11. Net income after tax "	"2005"	511.723  
"Poland"	"Co-operative banks"	"11. Net income after tax "	"2006"	502.44  
"Poland"	"Co-operative banks"	"11. Net income after tax "	"2007"	686.094  
"Poland"	"Co-operative banks"	"11. Net income after tax "	"2008"	900.425  
"Poland"	"Co-operative banks"	"11. Net income after tax "	"2009"	695.591  
"Spain"	"Co-operative banks"	"11. Net income after tax "	"1999"	385  
"Spain"	"Co-operative banks"	"11. Net income after tax "	"2000"	394  
"Spain"	"Co-operative banks"	"11. Net income after tax "	"2001"	405  
"Spain"	"Co-operative banks"	"11. Net income after tax "	"2002"	409  
"Spain"	"Co-operative banks"	"11. Net income after tax "	"2003"	439  
"Spain"	"Co-operative banks"	"11. Net income after tax "	"2004"	500  
"Spain"	"Co-operative banks"	"11. Net income after tax "	"2005"	681  
"Spain"	"Co-operative banks"	"11. Net income after tax "	"2006"	735  
"Spain"	"Co-operative banks"	"11. Net income after tax "	"2007"	863  
"Spain"	"Co-operative banks"	"11. Net income after tax "	"2008"	682  
"Spain"	"Co-operative banks"	"11. Net income after tax "	"2009"	474  
"Switzerland"	"Co-operative banks"	"11. Net income after tax "	"1999"	89  
"Switzerland"	"Co-operative banks"	"11. Net income after tax "	"2000"	349  
"Switzerland"	"Co-operative banks"	"11. Net income after tax "	"2001"	336  
"Switzerland"	"Co-operative banks"	"11. Net income after tax "	"2002"	429  
"Switzerland"	"Co-operative banks"	"11. Net income after tax "	"2003"	453  
"Switzerland"	"Co-operative banks"	"11. Net income after tax "	"2004"	506  
"Switzerland"	"Co-operative banks"	"11. Net income after tax "	"2005"	608  
"Switzerland"	"Co-operative banks"	"11. Net income after tax "	"2006"	655  
"Switzerland"	"Co-operative banks"	"11. Net income after tax "	"2007"	701  
"Switzerland"	"Co-operative banks"	"11. Net income after tax "	"2008"	564  
"Switzerland"	"Co-operative banks"	"11. Net income after tax "	"2009"	645  
"United States"	"Co-operative banks"	"11. Net income after tax "	"1999"	75.086  
"United States"	"Co-operative banks"	"11. Net income after tax "	"2000"	84.396  
"United States"	"Co-operative banks"	"11. Net income after tax "	"2001"	89.206  
"United States"	"Co-operative banks"	"11. Net income after tax "	"2002"	104.54  
"United States"	"Co-operative banks"	"11. Net income after tax "	"2003"	101.064  
"United States"	"Co-operative banks"	"11. Net income after tax "	"2004"	90.204  
"United States"	"Co-operative banks"	"11. Net income after tax "	"2005"	90.837  
"United States"	"Co-operative banks"	"11. Net income after tax "	"2006"	77.153  
"United States"	"Co-operative banks"	"11. Net income after tax "	"2007"	53.627  
"United States"	"Co-operative banks"	"11. Net income after tax "	"2008"	-8.374  
"United States"	"Co-operative banks"	"11. Net income after tax "	"2009"	25.199  
"Canada"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"1999"	512  
"Canada"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2000"	122  
"Canada"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2001"	106  
"Canada"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2002"	103  
"Canada"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2003"	103  
"Canada"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2004"	136  
"Canada"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2005"	161  
"Canada"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2006"	253  
"Canada"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2007"	273  
"Canada"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2008"	315  
"Canada"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2009"	284  
"Finland"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"1999"	197.856  
"Finland"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2000"	89.006  
"Finland"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2001"	85.469  
"Finland"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2002"	144.731  
"Finland"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2003"	152.372  
"Finland"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2004"	82.74  
"Finland"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2005"	105.309  
"Finland"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2006"	110.31  
"Finland"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2007"	105.32  
"Finland"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2008"	128.785  
"Finland"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2009"	107.9  
"France"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2004"	13.989  
"France"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2005"	7.85  
"France"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2006"	47.939  
"France"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2007"	9.506  
"France"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2008"	9.259  
"France"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2009"	8.146  
"Germany"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"1999"	2050  
"Germany"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2000"	2042  
"Germany"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2001"	1728  
"Germany"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2002"	1239  
"Germany"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2003"	-2543  
"Germany"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2004"	-63  
"Germany"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2005"	3013  
"Germany"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2006"	5946  
"Germany"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2007"	781  
"Germany"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2008"	-6538  
"Germany"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2009"	-4724  
"Korea"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"1999"	290000  
"Korea"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2000"	29000  
"Korea"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2001"	985000  
"Korea"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2002"	1422000  
"Korea"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2003"	800000  
"Korea"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2004"	1495528.427  
"Korea"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2005"	1954650.573  
"Korea"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2006"	2410506.102  
"Korea"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2007"	2776596.378  
"Korea"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2008"	1231278  
"Korea"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2009"	1340797.338  
"Mexico"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2000"	-5029.897  
"Mexico"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2001"	-2587.59  
"Mexico"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2002"	-9651.556  
"Mexico"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2003"	324.647  
"Mexico"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2004"	245.942  
"Mexico"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2005"	788.322  
"Mexico"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2006"	2054.552  
"Mexico"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2007"	750.786  
"Mexico"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2008"	837.084  
"Mexico"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2009"	3706.797  
"United States"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"1999"	5248.576  
"United States"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2000"	5555.722  
"United States"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2001"	5825.997  
"United States"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2002"	7135.957  
"United States"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2003"	7437.866  
"United States"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2004"	7280.169  
"United States"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2005"	7372.16  
"United States"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2006"	7265.943  
"United States"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2007"	4867.519  
"United States"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2008"	-4876.481  
"United States"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2009"	4989.978  
"Russian Federation"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2004"	294.237  
"Russian Federation"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2005"	472.401  
"Russian Federation"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2006"	786.786  
"Russian Federation"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2007"	1393.819  
"Russian Federation"	"Other miscellaneous monetary institutions"	"11. Net income after tax "	"2009"	2857.992  
"Austria"	"All banks"	"12. Distributed profit"	"1999"	618.035  
"Austria"	"All banks"	"12. Distributed profit"	"2000"	405.618  
"Austria"	"All banks"	"12. Distributed profit"	"2001"	680.835  
"Austria"	"All banks"	"12. Distributed profit"	"2002"	230.826  
"Austria"	"All banks"	"12. Distributed profit"	"2003"	233  
"Austria"	"All banks"	"12. Distributed profit"	"2004"	265  
"Austria"	"All banks"	"12. Distributed profit"	"2005"	201  
"Austria"	"All banks"	"12. Distributed profit"	"2006"	305  
"Austria"	"All banks"	"12. Distributed profit"	"2007"	372  
"Austria"	"All banks"	"12. Distributed profit"	"2008"	-285  
"Belgium"	"All banks"	"12. Distributed profit"	"1999"	1746.051  
"Belgium"	"All banks"	"12. Distributed profit"	"2000"	2382.299  
"Belgium"	"All banks"	"12. Distributed profit"	"2001"	2618.576  
"Belgium"	"All banks"	"12. Distributed profit"	"2002"	2177.984  
"Belgium"	"All banks"	"12. Distributed profit"	"2003"	2264.924  
"Belgium"	"All banks"	"12. Distributed profit"	"2004"	3916.565  
"Belgium"	"All banks"	"12. Distributed profit"	"2005"	2515.983  
"Belgium"	"All banks"	"12. Distributed profit"	"2006"	4902.555  
"Belgium"	"All banks"	"12. Distributed profit"	"2007"	3145.334  
"Belgium"	"All banks"	"12. Distributed profit"	"2008"	847.825  
"Belgium"	"All banks"	"12. Distributed profit"	"2009"	410.415  
"Canada"	"All banks"	"12. Distributed profit"	"1999"	3904  
"Canada"	"All banks"	"12. Distributed profit"	"2000"	3608  
"Canada"	"All banks"	"12. Distributed profit"	"2001"	4484  
"Canada"	"All banks"	"12. Distributed profit"	"2002"	5135  
"Canada"	"All banks"	"12. Distributed profit"	"2003"	6138  
"Canada"	"All banks"	"12. Distributed profit"	"2004"	6373  
"Canada"	"All banks"	"12. Distributed profit"	"2005"	7398  
"Canada"	"All banks"	"12. Distributed profit"	"2006"	8428  
"Canada"	"All banks"	"12. Distributed profit"	"2007"	9878  
"Canada"	"All banks"	"12. Distributed profit"	"2008"	10868  
"Canada"	"All banks"	"12. Distributed profit"	"2009"	12020  
"Czech Republic"	"All banks"	"12. Distributed profit"	"1999"	3472  
"Denmark"	"All banks"	"12. Distributed profit"	"1999"	4733  
"Denmark"	"All banks"	"12. Distributed profit"	"2000"	10053  
"Denmark"	"All banks"	"12. Distributed profit"	"2001"	5882  
"Denmark"	"All banks"	"12. Distributed profit"	"2002"	6612.196  
"Denmark"	"All banks"	"12. Distributed profit"	"2003"	8878.492  
"Denmark"	"All banks"	"12. Distributed profit"	"2004"	10453.878  
"Finland"	"All banks"	"12. Distributed profit"	"1999"	255.991  
"Finland"	"All banks"	"12. Distributed profit"	"2000"	539.07  
"Finland"	"All banks"	"12. Distributed profit"	"2001"	1312.133  
"Finland"	"All banks"	"12. Distributed profit"	"2002"	1308.259  
"Finland"	"All banks"	"12. Distributed profit"	"2003"	260.442  
"Finland"	"All banks"	"12. Distributed profit"	"2004"	361.817  
"Finland"	"All banks"	"12. Distributed profit"	"2005"	386.003  
"Finland"	"All banks"	"12. Distributed profit"	"2006"	4287.903  
"Finland"	"All banks"	"12. Distributed profit"	"2007"	1121.661  
"Finland"	"All banks"	"12. Distributed profit"	"2008"	1522.699  
"Finland"	"All banks"	"12. Distributed profit"	"2009"	834.358  
"France"	"All banks"	"12. Distributed profit"	"1999"	6134.7  
"France"	"All banks"	"12. Distributed profit"	"2000"	7418.63  
"France"	"All banks"	"12. Distributed profit"	"2001"	7423  
"France"	"All banks"	"12. Distributed profit"	"2002"	7942  
"France"	"All banks"	"12. Distributed profit"	"2003"	8720  
"France"	"All banks"	"12. Distributed profit"	"2004"	9375.662  
"France"	"All banks"	"12. Distributed profit"	"2005"	11063.8  
"France"	"All banks"	"12. Distributed profit"	"2006"	14588.314  
"France"	"All banks"	"12. Distributed profit"	"2007"	9219.05  
"France"	"All banks"	"12. Distributed profit"	"2008"	4888.903  
"France"	"All banks"	"12. Distributed profit"	"2009"	6361.636  
"Germany"	"All banks"	"12. Distributed profit"	"1999"	6916  
"Germany"	"All banks"	"12. Distributed profit"	"2000"	7798  
"Germany"	"All banks"	"12. Distributed profit"	"2001"	4825  
"Germany"	"All banks"	"12. Distributed profit"	"2002"	3875  
"Germany"	"All banks"	"12. Distributed profit"	"2003"	2732  
"Germany"	"All banks"	"12. Distributed profit"	"2004"	2766  
"Germany"	"All banks"	"12. Distributed profit"	"2005"	7890  
"Germany"	"All banks"	"12. Distributed profit"	"2006"	9646  
"Germany"	"All banks"	"12. Distributed profit"	"2007"	13090  
"Germany"	"All banks"	"12. Distributed profit"	"2008"	2966  
"Germany"	"All banks"	"12. Distributed profit"	"2009"	2302  
"Ireland"	"All banks"	"12. Distributed profit"	"1999"	854.3  
"Ireland"	"All banks"	"12. Distributed profit"	"2000"	1138.6  
"Ireland"	"All banks"	"12. Distributed profit"	"2001"	1113.2  
"Ireland"	"All banks"	"12. Distributed profit"	"2002"	1293  
"Ireland"	"All banks"	"12. Distributed profit"	"2003"	1439  
"Ireland"	"All banks"	"12. Distributed profit"	"2004"	1514  
"Ireland"	"All banks"	"12. Distributed profit"	"2005"	1965.864  
"Ireland"	"All banks"	"12. Distributed profit"	"2006"	1135.487  
"Ireland"	"All banks"	"12. Distributed profit"	"2007"	2196.062  
"Ireland"	"All banks"	"12. Distributed profit"	"2008"	1772.677  
"Ireland"	"All banks"	"12. Distributed profit"	"2009"	16.036  
"Italy"	"All banks"	"12. Distributed profit"	"1999"	6042.4  
"Italy"	"All banks"	"12. Distributed profit"	"2000"	7722.2  
"Italy"	"All banks"	"12. Distributed profit"	"2001"	7438.7  
"Italy"	"All banks"	"12. Distributed profit"	"2002"	6581.9  
"Italy"	"All banks"	"12. Distributed profit"	"2003"	7341.7  
"Italy"	"All banks"	"12. Distributed profit"	"2004"	8965.5  
"Italy"	"All banks"	"12. Distributed profit"	"2005"	12290  
"Italy"	"All banks"	"12. Distributed profit"	"2006"	14910.21  
"Italy"	"All banks"	"12. Distributed profit"	"2007"	14006.85  
"Italy"	"All banks"	"12. Distributed profit"	"2008"	5586.3  
"Italy"	"All banks"	"12. Distributed profit"	"2009"	5260.58  
"Japan"	"All banks"	"12. Distributed profit"	"1999"	223800  
"Japan"	"All banks"	"12. Distributed profit"	"2000"	223000  
"Japan"	"All banks"	"12. Distributed profit"	"2001"	142300  
"Japan"	"All banks"	"12. Distributed profit"	"2002"	147200  
"Japan"	"All banks"	"12. Distributed profit"	"2003"	566600  
"Japan"	"All banks"	"12. Distributed profit"	"2004"	583127  
"Japan"	"All banks"	"12. Distributed profit"	"2005"	1135535  
"Japan"	"All banks"	"12. Distributed profit"	"2006"	1788027  
"Japan"	"All banks"	"12. Distributed profit"	"2007"	2137705  
"Japan"	"All banks"	"12. Distributed profit"	"2008"	1154566  
"Korea"	"All banks"	"12. Distributed profit"	"1999"	210000  
"Korea"	"All banks"	"12. Distributed profit"	"2000"	438000  
"Korea"	"All banks"	"12. Distributed profit"	"2001"	504000  
"Korea"	"All banks"	"12. Distributed profit"	"2002"	1025000  
"Korea"	"All banks"	"12. Distributed profit"	"2003"	852000  
